comment,sentiment
imagine sail boat year ago,Neutral
water stormy high sea need factored smart sail could actually help ship surf wave arent tall theyre crashing ship since youre talking hybrid energy new battery worth weight harvesting solar taking advantage temperature differential around water air interface v deeper water,Positive
sound good till wind stop fire old fossil fuel engine continue,Negative
agree goal agree efficiency transportation driving cost agree sensationalism giving emission one ship make sound like horrible carbon monster must immediately slain glossing commerce travel ship part actually well looking rationally moving wealth planet generates emission term efficiency economic environmental ship trainstrucks,Positive
aircraft wind flow faster bottom wing top,Positive
every time see bio fuel mentioned get nervous think far growing plant bio fuel resource intensive oil gas thats better would false saving,Positive
surely energy hitting sail transformed forward motion would way use excess charge onboard battery offset even fuel,Positive
back past tech yeah,Positive
combine modern sail hydrofoil battery voila problem solved,Negative
explanation wing wrong wing change speed air bend flow creating area high low pressure incorrect physic taught year,Negative
sailing vessel leap backwards forward whole concept asinine,Neutral
payback take longer year technology doubtful also rotor sail technology around almost century new technology described revolutionary long one tends doubt technology viable,Negative
way much advertising keep simple dude,Neutral
return sailboat return monke,Neutral
one source wind solar plus spinning generate electricity,Neutral
one think using trash fuel filter winwin situation,Neutral
million ton fuel shipping us year hundred year cargo move water wind power make great point canal moving land much done starting public bit planet say survival human race,Positive
