comment,sentiment
Atomic Energy in Cargo and Cruise ships. We already have a 65 years of Nuclear powered War ships and Submarines that operate for decades before refueling. You yourself have discussed some kind of new smaller Nuclear reactor in another video. Why not we use a Nuclear powered ships? 100% Green fuel.,Positive
Wind on seas and rivers are appropriate and along thevgrain or waves?,Neutral
Could this idea not be applied to Automobiles?,Neutral
Of course we could just look at reducing the amount of cargo being transported like this by not having everything made in China and shipped half way around the world so someone in Europe or the US can buy some cheap plastic crap or electronic gadget they don't really need.,Neutral
Nice filter...,Positive
Blocking all cargo from China would be great.,Positive
Maybe a wind solar combo might work,Neutral
There is also a parachute that takes less space and can be deployed after the ship leaves port and saves a lot of fuel. It takes less space and is collapsible.,Positive
could you make them into generators then use electric engines to power the ship,Neutral
"If wind is so great, why did ships stop using it as a primary source at as some sort of supplement?",Positive
Somebody definitely sailed around the world before the 1400s way before.,Positive
How about the Bi ion technology by Quant -E?,Neutral
"Took us long enough, but it seems like all the weird art about how the future would look, is starting to make sense. I remember seeing futuristic ships, with sails and cars with turbines on them from a book full of 70-80's art.",Positive
"Pretty cool, maybe they can invent a method of drying clothes using only solar and wind, we could have them in our backyard.",Positive
You can't load a sailship with cranes. Sails are unpractical for containerships,Neutral
those rotors should charge a huge battery to power electric propellers,Positive
so.... sail boats...?,Neutral
"""2.5% of carbon emissions""  Glad we're focusing on things that will make such a huge impact... 🤦‍♂️",Positive
Not new. This approach is at 30 years old.,Neutral
Why not going with Nuclear powered ships? The tech exists for decades. More reliable than using wind power.,Neutral
"These techs are already used
Ive worked on vessels a few years back that use this.",Neutral
"If you’re shipping goods you’re already destroying the ecology no matter what fuel you use or if you use no fuel at all. Life giving nutrients function only in a circle so if you draw nutrients into crops or wood products from one area and bring them to another you are depleting the circle. A primary example is farming. Constantly extracting from the prairie to ship food to the cites leaves the prairie depleted. Since 1960 nutrients in the food from modern farming has decreased by almost half for some nutrients and 70 to 90% for others meaning weight gain and a variety of health problems since the food is becoming practically worthless. A much more beneficial way to save on shipping fuel is to not ship. This saves  100% of not only fuel for transport, but all the fuel going into making and maintaining ships and trucks. Human urine and shit are being dumped into the sea which means we’re literally pissing away the soil nutrients we depend on for life. This negativity affects the sea life we depend on as well. Never mind the economy if we can’t live within the closed loop of the local biomes that make human life possible survival will make money irrelevant",Negative
wind powered ships you mean strap big sails to them? XD,Positive
"I love your channel, bro. Keep it coming, por favor! Love the free education and considering such brilliant things with you. 
I think humanity  ought to use these devices in more ways yeah? Like on buildings and bridges too?
Have you see those enormous bridges that China is popping up? Imagine putting one of these up on their 1200 ft tall bridge, the wind blows powerfully at such heights. 
May God bless you evermore. Amen",Positive
